,product,category,brand,mrp,sp,discount,sku,description,url
106,fruits-vegetables,"Gourd, Pumpkin, Drumstick",Fresho,35.00,28.00,20,10000176,Ridge Gourd,/pd/10000176/fresho-ridge-gourd-500-g/
107,fruits-vegetables,"Gourd, Pumpkin, Drumstick",Fresho,73.75,59.00,20,10000175,Ridge Gourd,/pd/10000175/fresho-ridge-gourd-1-kg/
108,fruits-vegetables,"Gourd, Pumpkin, Drumstick",Fresho,73.75,59.00,20,10000175,Ridge Gourd,/pd/10000175/fresho-ridge-gourd-1-kg/
109,fruits-vegetables,Organic Vegetables,Fresho,12.50,10.00,20,50000509,Ginger - Organically Grown,/pd/50000509/fresho-ginger-organically-grown-100-g/
110,fruits-vegetables,Organic Vegetables,Fresho,50.00,40.00,20,40023476,Potato - Organically Grown,/pd/40023476/fresho-potato-organically-grown-1-kg/
111,fruits-vegetables,"Banana, Sapota & Papaya",Fresho,73.75,59.00,20,10000346,Banana - Nendran,/pd/10000346/fresho-banana-nendran-1-kg/
112,fruits-vegetables,Seasonal Fruits,Fresho,25.00,20.00,20,10000587,Raw Mango,/pd/10000587/fresho-raw-mango-500-g/
113,fruits-vegetables,Cucumber & Capsicum,Fresho,88.75,71.00,20,1202153,"Cucumber, Carrot & Beetroot 500g Each Salad",/pd/1202153/fresho-cucumber-carrot-beetroot-500g-each-salad-combo/
114,fruits-vegetables,"Banana, Sapota & Papaya",Fresho,50.00,40.00,20,10000370,Guava,/pd/10000370/fresho-guava-500-g/
115,fruits-vegetables,Leafy Vegetables,Fresho,10.00,8.00,20,10000137,Mint Leaves,/pd/10000137/fresho-mint-leaves-100-g/
116,fruits-vegetables,Apples & Pomegranate,Fresho,272.50,218.00,20,1202322,"Pear - Green, Imported",/pd/1202322/fresho-pear-green-imported-2x4-pcs/
117,fruits-vegetables,Apples & Pomegranate,USA,221.25,177.00,20,1202331,"Pear - Green, Imported",/pd/1202331/usa-pear-green-imported-3x2-pcs/
118,fruits-vegetables,Apples & Pomegranate,Fresho,73.75,59.00,20,40048444,"Pear - Green, Imported",/pd/40048444/fresho-pear-green-imported-2-pcs/
119,fruits-vegetables,Apples & Pomegranate,Fresho,136.25,109.00,20,40048445,"Pear - Green, Imported",/pd/40048445/fresho-pear-green-imported-4-pcs/
120,fruits-vegetables,Apples & Pomegranate,Fresho,136.25,109.00,20,40048445,"Pear - Green, Imported",/pd/40048445/fresho-pear-green-imported-4-pcs/
121,fruits-vegetables,Organic Vegetables,Fresho,45.00,36.00,20,10000293,Amla,/pd/10000293/fresho-amla-250-g/
122,fruits-vegetables,"Banana, Sapota & Papaya",Fresho,40.00,32.00,20,10000181,Sapota,/pd/10000181/fresho-sapota-500-g/
123,fruits-vegetables,"Kiwi, Melon, Citrus Fruit",Fresho,98.75,79.00,20,20000911,Kiwi - Green,/pd/20000911/fresho-kiwi-green-3-pcs/
124,fruits-vegetables,Root Vegetables,Fresho,18.75,15.00,20,10000166,Radish - White,/pd/10000166/fresho-radish-white-500-g/
125,fruits-vegetables,Exotic Fruits,Fresho,106.25,85.00,20,10000013,Avocado,/pd/10000013/fresho-avocado-500-g/
126,fruits-vegetables,Leafy Vegetables,Fresho,17.50,14.00,20,20000981,Spring Onion,/pd/20000981/fresho-spring-onion-100-g/
127,fruits-vegetables,"Beans, Brinjals & Okra",Fresho,81.25,65.00,20,1209679,Brinjal Bottle Shape 500 g + Cauliflower 1 pc + Cabbage 1 pc,/pd/1209679/fresho-brinjal-bottle-shape-500-g-cauliflower-1-pc-cabbage-1-pc-combo/
128,fruits-vegetables,Organic Vegetables,Fresho,8.75,7.00,20,50000511,"Chilli - Green, Organically Grown",/pd/50000511/fresho-chilli-green-organically-grown-100-g/
129,fruits-vegetables,"Potato, Onion & Tomato",Fresho,56.25,45.00,20,10000193,Sweet Potato,/pd/10000193/fresho-sweet-potato-1-kg/
130,fruits-vegetables,"Potato, Onion & Tomato",Fresho,28.75,23.00,20,10000194,Sweet Potato,/pd/10000194/fresho-sweet-potato-500-g/
131,fruits-vegetables,"Potato, Onion & Tomato",Fresho,16.25,13.00,20,10000195,Sweet Potato,/pd/10000195/fresho-sweet-potato-250-g/
132,fruits-vegetables,"Potato, Onion & Tomato",Fresho,16.25,13.00,20,10000195,Sweet Potato,/pd/10000195/fresho-sweet-potato-250-g/
133,fruits-vegetables,"Kiwi, Melon, Citrus Fruit",Fresho,161.25,129.00,20,20000909,"Orange - Imported, Regular",/pd/20000909/fresho-orange-imported-regular-4-pcs/
134,fruits-vegetables,"Kiwi, Melon, Citrus Fruit",Fresho,198.75,159.00,20,20000910,Orange - Imported,/pd/20000910/fresho-orange-imported-6-pcs/
135,fruits-vegetables,"Kiwi, Melon, Citrus Fruit",Fresho,198.75,159.00,20,20000910,Orange - Imported,/pd/20000910/fresho-orange-imported-6-pcs/
136,fruits-vegetables,Apples & Pomegranate,Fresho,296.25,237.00,20,1209665,Apple Shimla 4 pcs + Banana Robusta 1 kg + Watermelon Small + Papaya Medium 1 pc,/pd/1209665/fresho-apple-shimla-4-pcs-banana-robusta-1-kg-watermelon-small-papaya-medium-1-pc-combo/
137,fruits-vegetables,Mangoes,Fresho,123.75,99.00,20,10000304,Mallika Mango,/pd/10000304/fresho-mallika-mango-1-kg/
138,fruits-vegetables,"Gourd, Pumpkin, Drumstick",Fresho,45.00,36.00,20,10000049,Bitter Gourd,/pd/10000049/fresho-bitter-gourd-500-g/
139,fruits-vegetables,Apples & Pomegranate,Fresho,186.25,149.00,20,40033823,"Apple - Royal Gala, Regular",/pd/40033823/fresho-apple-royal-gala-regular-4-pcs/
140,fruits-vegetables,"Gourd, Pumpkin, Drumstick",Fresho,8.75,7.00,20,10000108,Drumstick,/pd/10000108/fresho-drumstick-100-g/
141,fruits-vegetables,"Gourd, Pumpkin, Drumstick",Fresho,23.75,19.00,20,10000109,Drumstick,/pd/10000109/fresho-drumstick-250-g/
142,fruits-vegetables,"Gourd, Pumpkin, Drumstick",Fresho,23.75,19.00,20,10000109,Drumstick,/pd/10000109/fresho-drumstick-250-g/
143,fruits-vegetables,"Potato, Onion & Tomato",Fresho,31.25,25.00,20,10000178,Onion - Sambhar,/pd/10000178/fresho-onion-sambhar-250-g/
144,fruits-vegetables,Indian & Exotic Herbs,Fresho,11.25,9.00,20,10000104,Curry Leaves,/pd/10000104/fresho-curry-leaves-100-g/
145,fruits-vegetables,Cucumber & Capsicum,Fresho,10.00,8.00,20,10000091,Coccinia,/pd/10000091/fresho-coccinia-500-g/
146,fruits-vegetables,Root Vegetables,Fresho,32.50,26.00,20,10000271,Carrot - Ooty,/pd/10000271/fresho-carrot-ooty-500-g/
147,fruits-vegetables,"Kiwi, Melon, Citrus Fruit",Fresho,131.25,105.00,20,40105338,Mosambi - Economy,/pd/40105338/fresho-mosambi-economy-3-kg/
148,fruits-vegetables,"Kiwi, Melon, Citrus Fruit",Fresho,656.25,525.00,20,1203627,Mosambi Economy,/pd/1203627/fresho-mosambi-economy-5x3-kg/
149,fruits-vegetables,"Kiwi, Melon, Citrus Fruit",Fresho,656.25,525.00,20,1203627,Mosambi Economy,/pd/1203627/fresho-mosambi-economy-5x3-kg/
150,fruits-vegetables,Apples & Pomegranate,Fresho,123.75,99.00,20,40120006,Pomegranate - Small,/pd/40120006/fresho-pomegranate-small-1-kg/
151,fruits-vegetables,Apples & Pomegranate,Fresho,447.50,358.00,20,1203785,"Apple - Fuji, Regular",/pd/1203785/fresho-apple-fuji-regular-2x4-pcs/
152,fruits-vegetables,Apples & Pomegranate,Fresho,223.75,179.00,20,40033815,"Apple - Fuji, Regular",/pd/40033815/fresho-apple-fuji-regular-4-pcs/
153,fruits-vegetables,Apples & Pomegranate,Fresho,223.75,179.00,20,40033815,"Apple - Fuji, Regular",/pd/40033815/fresho-apple-fuji-regular-4-pcs/
154,fruits-vegetables,Apples & Pomegranate,Fresho,338.75,271.00,20,1201615,Apple Shimla Economy 1kg + Mosambi 4pcs + Banana Robusta 1kg + Pomegranate 2pcs,/pd/1201615/fresho-apple-shimla-economy-1kg-mosambi-4pcs-banana-robusta-1kg-pomegranate-2pcs-combo/
155,fruits-vegetables,Organic Fruits,Fresho,40.00,32.00,20,40023478,Coconut - Organically Grown,/pd/40023478/fresho-coconut-organically-grown-1-pc/
156,fruits-vegetables,Root Vegetables,Fresho,28.75,23.00,20,10000095,Colocasia,/pd/10000095/fresho-colocasia-250-g/
157,fruits-vegetables,"Beans, Brinjals & Okra",Fresho,37.50,30.00,20,20000702,"Beans - French, Round",/pd/20000702/fresho-beans-french-round-250-g/
158,fruits-vegetables,Organic Vegetables,Fresho,61.25,49.00,20,50000507,Garlic - Organically Grown,/pd/50000507/fresho-garlic-organically-grown-250-g/
159,fruits-vegetables,Cucumber & Capsicum,Fresho,72.50,58.00,20,10000172,Capsicum - Red,/pd/10000172/fresho-capsicum-red-500-g/
160,fruits-vegetables,"Beans, Brinjals & Okra",Fresho,23.75,19.00,20,10000060,Brinjal - Varikatri,/pd/10000060/fresho-brinjal-varikatri-500-g/
161,fruits-vegetables,Apples & Pomegranate,Fresho,198.75,159.00,20,40134281,Baby Apple Shimla,/pd/40134281/fresho-baby-apple-shimla-1-kg/
162,fruits-vegetables,"Kiwi, Melon, Citrus Fruit",Fresho,43.75,35.00,20,10000192,Mosambi,/pd/10000192/fresho-mosambi-4-pcs/
163,fruits-vegetables,"Kiwi, Melon, Citrus Fruit",Fresho,300.00,240.00,20,1203625,Mosambi,/pd/1203625/fresho-mosambi-5x6-pcs/
164,fruits-vegetables,"Kiwi, Melon, Citrus Fruit",Fresho,218.75,175.00,20,1203626,Mosambi,/pd/1203626/fresho-mosambi-5x4-pcs/
165,fruits-vegetables,"Kiwi, Melon, Citrus Fruit",Fresho,60.00,48.00,20,10000191,Mosambi,/pd/10000191/fresho-mosambi-6-pcs/
166,fruits-vegetables,"Kiwi, Melon, Citrus Fruit",Fresho,60.00,48.00,20,10000191,Mosambi,/pd/10000191/fresho-mosambi-6-pcs/
167,fruits-vegetables,"Beans, Brinjals & Okra",Fresho,22.50,18.00,20,10000274,Beans - Cowpea,/pd/10000274/fresho-beans-cowpea-250-g/
168,fruits-vegetables,"Beans, Brinjals & Okra",Fresho,45.00,36.00,20,10000275,Beans - Cowpea,/pd/10000275/fresho-beans-cowpea-500-g/
169,fruits-vegetables,"Beans, Brinjals & Okra",Fresho,45.00,36.00,20,10000275,Beans - Cowpea,/pd/10000275/fresho-beans-cowpea-500-g/
170,fruits-vegetables,"Beans, Brinjals & Okra",Fresho,37.50,30.00,20,10000038,Beans - Broad,/pd/10000038/fresho-beans-broad-500-g/
171,fruits-vegetables,"Banana, Sapota & Papaya",Fresho,37.50,30.00,20,40114961,Papaya - Small,/pd/40114961/fresho-papaya-small-1-pc/
172,fruits-vegetables,Exotic Fruits,Fresho,35.00,28.00,20,20000707,Grapes - Bangalore Blue with Seed,/pd/20000707/fresho-grapes-bangalore-blue-with-seed-500-g/
173,fruits-vegetables,Organic Vegetables,Fresho,21.25,17.00,20,40022639,Cucumber - Organically Grown,/pd/40022639/fresho-cucumber-organically-grown-500-g/
174,fruits-vegetables,"Beans, Brinjals & Okra",Fresho,12.50,10.00,20,10000040,Beans - Cluster,/pd/10000040/fresho-beans-cluster-250-g/
175,fruits-vegetables,Organic Vegetables,Fresho,117.50,94.00,20,1203467,Tomato - Hybrid 1kg + Onion 1kg + Potato 1kg (Organically Grown),/pd/1203467/fresho-tomato-hybrid-1kg-onion-1kg-potato-1kg-organically-grown-combo/
176,fruits-vegetables,"Gourd, Pumpkin, Drumstick",Fresho,23.75,19.00,20,20000745,Bottle Gourd,/pd/20000745/fresho-bottle-gourd-1-pc/
177,fruits-vegetables,Exotic Vegetables,Fresho,32.50,26.00,20,10000024,Baby Potato,/pd/10000024/fresho-baby-potato-500-g/
178,fruits-vegetables,"Kiwi, Melon, Citrus Fruit",Fresho,148.75,119.00,20,40150775,Kiwi,/pd/40150775/fresho-kiwi-400-g/
179,fruits-vegetables,"Gourd, Pumpkin, Drumstick",Fresho,20.00,16.00,20,10000087,Chow Chow,/pd/10000087/fresho-chow-chow-500-g/
180,fruits-vegetables,Mangoes,Fresho,40.00,32.00,20,10000590,Totapuri Mango,/pd/10000590/fresho-totapuri-mango-1-kg/
181,fruits-vegetables,Cucumber & Capsicum,Fresho,72.50,58.00,20,10000208,Capsicum - Yellow,/pd/10000208/fresho-capsicum-yellow-500-g/
182,fruits-vegetables,Organic Vegetables,Fresho,30.00,24.00,20,50000468,Bottle Gourd - Organically Grown,/pd/50000468/fresho-bottle-gourd-organically-grown-1-pc/
183,fruits-vegetables,Organic Vegetables,Fresho,47.50,38.00,20,40023471,Pumpkin - Organically Grown,/pd/40023471/fresho-pumpkin-organically-grown-1-pc/
184,fruits-vegetables,Apples & Pomegranate,Fresho,173.75,139.00,20,40075384,"Apple - Red Delicious/Washington, Economy",/pd/40075384/fresho-apple-red-deliciouswashington-economy-4-pcs/
185,fruits-vegetables,Apples & Pomegranate,Fresho,43.75,35.00,20,10000156,Pineapple,/pd/10000156/fresho-pineapple-1-pc/
186,fruits-vegetables,Organic Vegetables,Fresho,36.25,29.00,20,50000557,"Tomato - Hybrid, Organically Grown",/pd/50000557/fresho-tomato-hybrid-organically-grown-1-kg/
187,fruits-vegetables,Leafy Vegetables,Fresho,18.75,15.00,20,30000575,Amaranthus - Red,/pd/30000575/fresho-amaranthus-red-250-g/
188,fruits-vegetables,"Banana, Sapota & Papaya",Fresho,28.75,23.00,20,10000168,Banana - Raw Green,/pd/10000168/fresho-banana-raw-green-500-g/
189,fruits-vegetables,Seasonal Fruits,Fresho,225.00,219.00,6,20000727,"Dates - Kimia, with Seed",/pd/20000727/fresho-dates-kimia-with-seed-1-pc/
190,fruits-vegetables,"Cut Fruit, Tender Coconut",Fresho,46.25,37.00,20,40073760,Tender Coconut - Small,/pd/40073760/fresho-tender-coconut-small-1-pc/
191,fruits-vegetables,Organic Fruits,Fresho,65.00,52.00,20,40023482,Watermelon - Organically Grown,/pd/40023482/fresho-watermelon-organically-grown-1-pc/
192,fruits-vegetables,Apples & Pomegranate,Fresho,161.25,129.00,20,10000005,Apple - Royal Gala Economy,/pd/10000005/fresho-apple-royal-gala-economy-4-pcs/
193,fruits-vegetables,Organic Vegetables,Fresho,12.50,10.00,20,40020581,Fresh Turmeric - Organically Grown,/pd/40020581/fresho-fresh-turmeric-organically-grown-250-g/
194,fruits-vegetables,Organic Vegetables,Fresho,95.00,76.00,20,40023469,Beans - Organically Grown,/pd/40023469/fresho-beans-organically-grown-500-g/
195,fruits-vegetables,Organic Vegetables,Fresho,32.50,26.00,20,40022634,Carrot - Organically Grown,/pd/40022634/fresho-carrot-organically-grown-500-g/
196,fruits-vegetables,Cucumber & Capsicum,Fresho,10.00,8.00,20,10000101,Cucumber - Mangalore,/pd/10000101/fresho-cucumber-mangalore-500-g/
197,fruits-vegetables,Organic Fruits,Fresho,55.00,44.00,20,50000534,Muskmelon - Organically Grown,/pd/50000534/fresho-muskmelon-organically-grown-1-pc/
198,fruits-vegetables,Leafy Vegetables,Fresho,15.00,12.00,20,20000756,Basale Leaf,/pd/20000756/fresho-basale-leaf-250-g/
199,fruits-vegetables,Exotic Vegetables,Fresho,32.50,26.00,20,10000133,Lettuce - Iceberg,/pd/10000133/fresho-lettuce-iceberg-500-g/
200,fruits-vegetables,"Kiwi, Melon, Citrus Fruit",Fresho,56.25,45.00,20,40083737,Mosambi - Premium,/pd/40083737/fresho-mosambi-premium-4-pcs/
201,fruits-vegetables,Leafy Vegetables,Fresho,47.50,38.00,20,10000380,Papaya - Raw,/pd/10000380/fresho-papaya-raw-1-kg/
202,fruits-vegetables,Organic Vegetables,Fresho,12.50,10.00,20,50000483,Coccinia - Organically Grown,/pd/50000483/fresho-coccinia-organically-grown-250-g/
203,fruits-vegetables,"Kiwi, Melon, Citrus Fruit",Fresho,53.75,43.00,20,10000141,Muskmelon -  Netted Small,/pd/10000141/fresho-muskmelon-netted-small-1-pc/
204,fruits-vegetables,"Gourd, Pumpkin, Drumstick",Fresho,20.00,16.00,20,10000281,Pumpkin - Disco,/pd/10000281/fresho-pumpkin-disco-500-g/
205,fruits-vegetables,Exotic Fruits,Fresho,75.00,60.00,20,40019777,Grapes - Red Globe  Indian,/pd/40019777/fresho-grapes-red-globe-indian-500-g/
206,fruits-vegetables,Organic Vegetables,Fresho,32.50,26.00,20,50000478,"Capsicum - Green, Organically Grown",/pd/50000478/fresho-capsicum-green-organically-grown-250-g/
207,fruits-vegetables,Apples & Pomegranate,Fresho,173.75,139.00,20,40033817,"Apple - Green, Premium",/pd/40033817/fresho-apple-green-premium-4-pcs/
208,fruits-vegetables,Apples & Pomegranate,Fresho,347.50,278.00,20,1203789,"Apple - Green, Premium",/pd/1203789/fresho-apple-green-premium-2x4-pcs/
209,fruits-vegetables,Apples & Pomegranate,Fresho,347.50,278.00,20,1203789,"Apple - Green, Premium",/pd/1203789/fresho-apple-green-premium-2x4-pcs/
210,fruits-vegetables,Organic Vegetables,Fresho,37.50,30.00,20,50000555,Sweet Potato - Organically Grown,/pd/50000555/fresho-sweet-potato-organically-grown-500-g/
211,fruits-vegetables,Cut & Peeled Veggies,Fresho,47.50,38.00,20,40010687,Garlic - Peeled,/pd/40010687/fresho-garlic-peeled-100-g/
212,fruits-vegetables,Cut & Peeled Veggies,Fresho,142.50,114.00,20,1203447,Garlic - Peeled,/pd/1203447/fresho-garlic-peeled-3x100-g/
213,fruits-vegetables,Cut & Peeled Veggies,Fresho,47.50,38.00,20,40010687,Garlic - Peeled,/pd/40010687/fresho-garlic-peeled-100-g/
214,fruits-vegetables,"Banana, Sapota & Papaya",Fresho,20.00,16.00,20,40179390,Baby Banana - Robusta,/pd/40179390/fresho-baby-banana-robusta-1-kg/
215,fruits-vegetables,Apples & Pomegranate,Fresho,223.75,179.00,20,40105380,"Apple - Royal Gala, Premium",/pd/40105380/fresho-apple-royal-gala-premium-4-pcsapprox600-g-700-g/
216,fruits-vegetables,Apples & Pomegranate,Fresho,447.50,358.00,20,1203782,"Apple - Royal Gala, Premium",/pd/1203782/fresho-apple-royal-gala-premium-2x4-pcs/
217,fruits-vegetables,Apples & Pomegranate,Fresho,447.50,358.00,20,1203782,"Apple - Royal Gala, Premium",/pd/1203782/fresho-apple-royal-gala-premium-2x4-pcs/
218,fruits-vegetables,Organic Vegetables,Fresho,32.50,26.00,20,50000466,Bitter Gourd - Organically Grown,/pd/50000466/fresho-bitter-gourd-organically-grown-250-g/
219,fruits-vegetables,Mangoes,Fresho,123.75,99.00,20,10000308,Malgoa Mango,/pd/10000308/fresho-malgoa-mango-1-kg/
220,fruits-vegetables,"Gourd, Pumpkin, Drumstick",Fresho,37.50,30.00,20,10000372,Tinda,/pd/10000372/fresho-tinda-250-g/
221,fruits-vegetables,"Beans, Brinjals & Okra",Fresho,25.00,20.00,20,10000056,"Brinjal - Green, Long",/pd/10000056/fresho-brinjal-green-long-500-g/
222,fruits-vegetables,Exotic Vegetables,Fresho,16.25,13.00,20,20000926,Baby Corn - Unpeeled,/pd/20000926/fresho-baby-corn-unpeeled-250-g/
223,fruits-vegetables,"Banana, Sapota & Papaya",Fresho,37.50,30.00,20,10000581,Banana - Red,/pd/10000581/fresho-banana-red-500-g/
224,fruits-vegetables,Exotic Fruits,Fresho,61.25,49.00,20,30000466,Fresh Figs,/pd/30000466/fresho-fresh-figs-250-g/
225,fruits-vegetables,Roses,Fresho,73.75,59.00,20,40054182,Cut Roses,/pd/40054182/fresho-cut-roses-250-g/
226,fruits-vegetables,Seasonal Fruits,Fresho,186.25,149.00,20,20001095,Apricot - Dried,/pd/20001095/fresho-apricot-dried-200-g/
227,fruits-vegetables,Organic Vegetables,Fresho,21.25,17.00,20,40036723,Banana Flower - Organically Grown,/pd/40036723/fresho-banana-flower-organically-grown-1-pc/
228,fruits-vegetables,Apples & Pomegranate,Fresho,497.50,398.00,20,1203784,Apple - Fuji Premium,/pd/1203784/fresho-apple-fuji-premium-2x4-pcs/
229,fruits-vegetables,Apples & Pomegranate,Fresho,248.75,199.00,20,40104703,"Apple - Fuji, Premium",/pd/40104703/fresho-apple-fuji-premium-4-pcs/
230,fruits-vegetables,Apples & Pomegranate,Fresho,248.75,199.00,20,40104703,"Apple - Fuji, Premium",/pd/40104703/fresho-apple-fuji-premium-4-pcs/
231,fruits-vegetables,Exotic Vegetables,Fresho,47.50,38.00,20,10000210,Zucchini - Yellow,/pd/10000210/fresho-zucchini-yellow-250-g/
232,fruits-vegetables,Marigold,Fresho,22.50,18.00,20,20001185,Marigold - Orange,/pd/20001185/fresho-marigold-orange-100-g/
233,fruits-vegetables,Fresh Salads & Sprouts,Fresho,38.75,31.00,20,10000355,Sprouts - Mixed Gram,/pd/10000355/fresho-sprouts-mixed-gram-200-g/
234,fruits-vegetables,Leafy Vegetables,Fresho,18.75,15.00,20,10000001,Amaranthus - Green,/pd/10000001/fresho-amaranthus-green-250-g/
235,fruits-vegetables,Organic Vegetables,Fresho,20.00,16.00,20,40036724,Banana Stem - Organically Grown,/pd/40036724/fresho-banana-stem-organically-grown-1-pc/
236,fruits-vegetables,Cut & Peeled Veggies,Fresho,51.25,41.00,20,10000017,Baby Corn - Peeled,/pd/10000017/fresho-baby-corn-peeled-250-g/
237,fruits-vegetables,Exotic Vegetables,Fresho,75.00,60.00,20,40020768,Mushrooms - Oyster,/pd/40020768/fresho-mushrooms-oyster-200-g/
238,fruits-vegetables,Apples & Pomegranate,Fresho,422.50,338.00,20,1203780,"Apple - Red Delicious / Washington, Premium",/pd/1203780/fresho-apple-red-delicious-washington-premium-2x4-pcs/
239,fruits-vegetables,Apples & Pomegranate,Fresho,211.25,169.00,20,40104709,"Apple - Red Delicious/Washington, Premium",/pd/40104709/fresho-apple-red-deliciouswashington-premium-4-pcs/
240,fruits-vegetables,Apples & Pomegranate,Fresho,211.25,169.00,20,40104709,"Apple - Red Delicious/Washington, Premium",/pd/40104709/fresho-apple-red-deliciouswashington-premium-4-pcs/
241,fruits-vegetables,Cut & Peeled Veggies,Fresho,40.00,32.00,20,40019379,Coconut - Diced,/pd/40019379/fresho-coconut-diced-150-g/
242,fruits-vegetables,Exotic Vegetables,Fresho,95.00,76.00,20,10000123,Zucchini - Green,/pd/10000123/fresho-zucchini-green-500-g/
243,fruits-vegetables,Cabbage & Cauliflower,Fresho,31.25,25.00,20,10000278,Knol Khol,/pd/10000278/fresho-knol-khol-500-g/
